歌曲id,歌曲频率,歌曲名字,歌手id
487590247,8.0,Don`t shoot me MAMA (온스테이지 Ver.),1047400
487590246,10.0,Lounge (온스테이지 Ver.),1047400
571854792,12.0,rain bird interlude,1047400
487587255,8.0,Born from the Blue (온스테이지 Ver.),1047400
36921628,6.0,깨지말자,1115205
535793389,8.0,새해 복 (전속력 REMIX),128159
571545708,11.0,그대들은 어떤 기분이신가요,13776155
513766962,30.0,거울,11984047
569105062,12.0,후레자식 (Prod. By Sojeso) ,719006
1295824885,11.0,LIVIN' LA VIDA LOCA,12551287
565191273,14.0,Unbreakable (Prod. By IOAH) ,124713
545350588,10.0,venus,1019614
1338214034,5.0,XI,1047400
1302132088,12.0,11,1047400
31165389,12.0,6 To 9 ,832305
27571794,15.0,A Real Lady,124713
25706433,25.0,If You Love Me,125783
506094594,34.0,iffy (Prod. GroovyRoom),1115203
1338210163,4.0,Playinwitme (Remix),190323
545350052,100.0,Grapevine (포도주),37271
492834192,66.0,Sunday,12213330
22835444,19.0,믿어줄래 (Nothin On You) (Full Melody Korean Ver.),124542
22835429,11.0,I Got Your Back,124542
472137836,11.0,Flashlight,768277
22849928,19.0,힙합 (Anthem Version),123416
22835423,13.0,별 (Star),124542
492151515,28.0,나를 불러,1180172
1334940454,9.0,Not The Same,14915157
554241144,7.0,Hands in the Air,12191277
567145586,5.0,SOJU,124542
509704395,44.0,나쁜놈,12356569
28838382,12.0,아닌 척 (Don't Front),975097
30951323,30.0,Apple,125504
27808776,13.0,TRILL,124542
5297460,5.0,My Love,123416
29032006,13.0,JOAH (Re-Mastered),124542
29032007,14.0,So Good ,124542
22835421,15.0,전화기를 꺼놔,124542
29032013,17.0,올라타,124542
26609791,15.0,I Like 2 Party,124542
399353274,3.0,2ND THOTS ( PROD. BY CHA CHA MALONE),124542
29032009,14.0,비밀 (Re-Mastered),124542
493551052,17.0,Thuggin 4 My Baby,1179188
22835414,13.0,Know Your Name (Acoustic Ver.),124542
22835427,15.0,Girl Friend,124542
436487106,41.0,SXWME ,92526
29032005,15.0,EVOLUTION ,124542
431096242,25.0,다 알면서…,954248
22835440,15.0,너 없이 안돼,124542
25638301,15.0,축하해,124537
479028066,32.0,형(Hyung),32304
34057982,34.0,￦ &amp; ONLY (WON &amp; ONLY),124684
22832456,17.0,짠해 (Cheerz),124684
1296355215,20.0,Me No Jay Park,124684
1321583722,3.0,왈 ,124684
25638300,20.0,입장정리,124537
573168443,17.0,귀가본능,124684
22842394,11.0,사람들은 모두 변하나봐,127089
28524460,13.0,Lonely Night,124684
573168438,17.0,06076,124684
1342552171,7.0,Boiling Point (Prod. by 0channel),12108736
573168437,17.0,roommates only,124684
5329196,21.0,여섯시 반,124684
422960953,19.0,Banned from the motherland,1006045
22832458,12.0,에헤이 (Eh Hey),124684
573168442,18.0,데몰리션 맨,124684
573168439,17.0,winterlude `17,124684
5336990,12.0,꽃보다 그대가 (Feat. Simon D),125037
22832450,13.0,끈 (No More),124684
573168444,17.0,얼라,124684
22832452,13.0,혼자만 남은 오후 (Gettin' Better),124684
1311346977,11.0,in my hood,124684
26128876,35.0,Shut up,125175
22832454,14.0,히어로,124684
557158190,10.0,뒤집어버려 (Inst.),124542
5329393,14.0,지리멸렬 / Cryin',124684
29460526,24.0,DAY N NIGHT,125000
5329390,8.0,Tear Me Down,124684
22832455,12.0,퍽이나 (Intro),124684
26087296,8.0,난리good!!! (AIR),711140
5329405,10.0,Bonus Track,124684
22832451,12.0,힘 (We Got),124684
22832453,12.0,컴플렉스 (Complex 3),123250
22832459,11.0,해부 (Body Rock),124684
5329389,13.0,서커스 2008(prod by Dok2),124684
5329399,10.0,Romantic Sense Remix(prod by The Quiett),124684
5329388,13.0,I Just Wanna Rhyme(prod by Keslo),124684
5292932,172.0,Miss. Understand,123191
29822137,10.0,Give It To H.E.R. ,124837
5329397,14.0,욕본다,124684
5329391,10.0,Wack 인간형,124684
5329395,11.0,One Shot,124684
1344646900,4.0,NOTHING,124303
1344646901,4.0,오랜만이야,124303
1344646902,9.0,엉켜,124303
1344644763,5.0,Some Beatmaker,124303
1344646903,3.0,잘가,124303
1344644764,3.0,HOW,124303
29402843,12.0,No More (Feat. Crush),124303
29769023,32.0,무례하게 (No Manners),124303
29769027,30.0,감아 (Hold Me Tight),124303
480427211,43.0,너도,124303
1329129033,4.0,Late Night,124303
28738294,15.0,Nice Body,956382
511922690,29.0,잘(I'm fine),123616
557581160,10.0,SOLO (Remix) [From UNPRETTY RAPSTAR 2 Track 4],14098185
31352391,44.0,우연히 봄,124303
28923342,8.0,6 To 9 ,124303
491294480,24.0,여자여자해 (That Girl),123908
455345656,31.0,Think About' Chu,905428
32317053,4.0,SOLD OUT ,125035
29032016,19.0,미친놈 (SUCCESS CRAZED) ,124542
28819204,10.0,Show Me The Money 3,123414
534544435,21.0,너의 뒤에서,774157
414980600,25.0,I'M IN TROUBLE,719006
33894255,24.0,(Bonus Track) 십중팔구 ,1019614
411314861,12.0,Local Market,12036097
31517382,13.0,S.O.L.O (Inst.),124914
412911477,5.0,Your Mind,817030
29462910,6.0,Blur,1049484
573168441,17.0,씻겨줘,124684
573168440,17.0,정진철,124684
1335640453,6.0,WAIT,832326
33497182,38.0,높아 2 ,124303
34057983,32.0,Lonely Night (GRAY Remix),124684
34057984,37.0,돈은 거짓말 안 해 (Re-Mastered),124684
31062714,20.0,Take Care,124303
29769026,31.0,적응 (Growing Up),124303
29769024,40.0,높아 (High),124303
29769020,34.0,인상 써 (Act Serious),124303
29769019,36.0,손바닥을 보여줘 (Hands Up),124303
32196387,39.0,우연히 봄,124303
480426217,43.0,다시 앞으로,124303
480427210,44.0,남아있어,124303
480427208,44.0,DA DA DA,124303
480426216,46.0,아침은 까맣고,124303
480427205,40.0,호랑이,124303
480427206,40.0,입버릇처럼,124303
485607079,44.0,흘러내려,123414
480426214,41.0,So Bad,124303
499275438,99.0,"Alright, Summer time",124303
29769025,36.0,좋겠어 (If I),124303
480426213,41.0,MOVIE SHOOT,124303
499274468,102.0,Party Band,124303
503853343,26.0,굽,12551287
5319446,11.0,See The Light,124303
29769022,32.0,자꾸 생각나 (Thinking About You),124303
1300381797,16.0,ONE PLUS ONE (원플러스원) ,832326
438803501,28.0,남아있어,124303
465673466,12.0,Right Here Right Now,12121368
33887808,45.0,사이먼 도미닉,124684
1302132087,13.0,BLESS,1047400
36198621,110.0,아마도 그건,711186
29032024,18.0,나나 ,124542
557158189,15.0,뒤집어버려,124542
29790175,7.0,깜빡,123616
526093067,12.0,Looking At The Sky (Original Mix),240096
26167184,20.0,좋아 (JOAH),124542
523732406,195.0,Unlock It,53092
480579332,34.0,Franklin,12002201
28633063,9.0,Give It To Me,711186
22832457,14.0,Stay Cool,124684
1313558725,7.0,시간이 들겠지,124303
558377118,21.0,주지마,124303
545350365,13.0,나타나줘,124303
29769021,31.0,니가 모르게 (You Don't Know),124303
480426215,45.0,지나쳐,124303
28308698,36.0,감아,124303
408532324,24.0,너도,124303
28308699,35.0,무례하게,124303
499274467,104.0,Summer Go Loco,124303
33166802,34.0,RESPECT ,124303
499274466,107.0,OPPA,124303
480426212,41.0,A.O.M.G.,124303
33497181,32.0,AWESOME ,124303
544001002,22.0,Capture,127576
408055850,30.0,Love Inside (Acapella),159554
1392729443,4.0,좋아,1022077
1392728804,4.0,Raise your voice,123748
1391396788,10.0,너 없인 안 된다 (Live),1021274
1392728802,4.0,HOLLYWOOD,1021274
1381724030,10.0,Shot Dem,159554
1318621431,19.0,We Can Love Again ,159554
1318621430,17.0,레게 강 같은 평화,159554
1294924518,11.0,당 디기 방,159554
862102034,8.0,웃어,159554
492151476,25.0,Nora,159554
443292535,35.0,화이트 (White),123646
437292200,19.0,Buzzer Beater,159554
419594393,18.0,웃지마,159554
407889935,29.0,Love Inside,159554
5303665,9.0,서울의 달,123755
22832813,6.0,Ya Man!!,159554
22832812,6.0,이사 가는 날,159554
22832811,13.0,Big Up,124643
22832810,5.0,Hennessy 19,159554
22832815,7.0,와이키키 브라더스,159554
33599100,21.0,박살레게,159554
33599099,21.0,여름 밤 OST,159554
27511290,13.0,찹쌀떡,123646
30987373,14.0,Beautiful Girl,159554
26580138,13.0,REGGAErilla,159554
22832814,10.0,부산 바캉스,159554
34084970,27.0,스폰서 ($ponsor),123646
5409451,15.0,키 작은 꼬마 이야기,123646
26549683,21.0,죽을래 사귈래,123646
5409335,23.0,바보에게 바보가,124761
5301382,33.0,Rosa,123646
5301586,17.0,너는 내 운명,123646
27908687,23.0,슈퍼잡초맨,123646
5410272,574.0,운명의 장난,1057094
26102531,32.0,너에게 하고 싶은 말,123748
5301520,38.0,술병,123646
5301258,11.0,사랑,123646
5301386,33.0,동훈이라고!!,123646
5301261,10.0,울다가 웃다가,123646
5301422,33.0,너는 내 운명 2,123646
16823382,97.0,Who Let The Dogs Out,88265
22113293,11.0,No More Trouble,29321
27278283,10.0,"No Woman, No Cry",29321
22841122,21.0,사랑과 전쟁,126592
5301381,32.0,새 Song,123646
25726355,30.0,섹시 보이,123646
26122404,17.0,사랑,124854
5301312,34.0,토닥토닥,123646
30413617,22.0,쿠바 샌드위치 ,124999
5301384,32.0,하와유?? 파인 땡큐!!,123646
29823606,192.0,키 작은 노래,126790
27946828,468.0,Jump,123646
5301351,8.0,신화송,123646
5301260,14.0,내 품이 좋다던 사람,123646
33252978,19.0,너 따위가,123646
5301390,32.0,술병 (Reggae ver.),123646
5301522,35.0,술병 (MR),123646
5301526,35.0,술병 (String + ACCA),123646
5301378,32.0,Intro,123646
5301282,11.0,아카시아,123646
5301275,12.0,머리를 긁적이며,123646
5301269,12.0,잃은 것과 얻은 것,124854
5301273,10.0,소년; 질풍노도,123646
5301265,12.0,번개,123646
5301271,10.0,흙냄새,123646
5301267,13.0,쉬는 시간,123646
5301283,9.0,Wire To Wire,123646
5301280,9.0,Timeout,123646
1392728802,4.0,HOLLYWOOD,1021274
1392729441,4.0,PARTY,1022077
1392728803,5.0,봉주르 하이,1063222
1392729442,4.0,이제 나와라 고백,1021274
1392728804,4.0,Raise your voice,123748
1392729443,4.0,좋아,1022077
1391393973,8.0,Speechless (Live),123748
1366903039,11.0,Speechless (Full),658133
1391393874,8.0,해변의 여인 (Live),12176174
5378362,51.0,해변의 여인,126857
1391393803,9.0,주지마 (Live),1063222
558377121,22.0,주지마 (Inst.),124303
1391396788,10.0,너 없인 안 된다 (Live),1021274
573583330,20.0,너 없인 안 된다,126454
1391393781,9.0,당 디기 방 (Live),159554
1294924518,11.0,당 디기 방,159554
474581010,40.0,BOOM,688047
26410815,11.0,Just Blow (Original Mix),196815
1297386974,12.0,Engagement Party (From &quot;La La Land&quot; ),28298612
1384052667,3.0,I Only Want To Be With You,816142
2424169,13.0,I Only Want to Be with You,53268
1852108299,5.0,Solar Power,784001
1840808119,3.0,Mood (Lil Ghost Remix),31081554
1488990357,8.0,百变酒精,865007
362998,31.0,老男孩,12081
1848204642,3.0,Best Friend (Remix) 好朋友,48165702
63650,106.0,独家记忆,2112
480580003,31.0,再也没有,12448205
1461076697,3.0,On and On,12031126
1842927461,4.0,The Nights,45236
1835514122,6.0,Kiss Me More,911131
1406633327,13.0,Blinding Lights,185858
36308236,49.0,Love Me Like You Do,56598
1310469265,20.0,举步维艰,1198123
1386693530,5.0,Metamodernity,12348095
1412102163,12.0,没咯,29393033
63574,37.0,背叛,2110
562161322,10.0,"Papillons, Op. 2: I. Waltz in D Major",31087039
25642125,33.0,你不知道的事,5346
25642484,19.0,好心分手,5346
117218,22.0,La Campanella,3717
33497040,21.0,落叶归根,5346
1832613147,4.0,Us2,1179188
492834192,66.0,Sunday,12213330
1826924917,5.0,"It's Raining, It's Pouring",14470054
1358276770,12.0,真没睡,1198123
1456659704,5.0,red lips,31561897
472050056,28.0,Never on the Day You Leave,35335
1430319727,6.0,漠河舞厅,1060132
19292804,62.0,22,44266
1010047,4.0,Something's Gotten Hold Of My Heart,27730
1842286694,9.0,Higher Power,89365
1490611167,4.0,无法坠入爱河 (Punk Version),1151001
458356832,10.0,你要如何，我们就如何,12090204
1343447073,7.0,What A Life,1019246
1466544976,5.0,ROSS AND RACHEL,776761
1398894062,10.0,从远方奔赴一场,33373308
1438463386,16.0,我要你好好的,33373308
1404228064,10.0,Watermelon Sugar,12355573
1824927085,4.0,Leave The Door Open,178059
534539182,11.0,Amen,12024301
1374061348,10.0,Yellow (feat. Bekon),12024301
1396163573,9.0,2 The Face,15022053
1380104337,5.0,Drive Safe,12024301
1380100797,5.0,100 Degrees,12024301
31352424,17.0,The Night We Met,95529
1446902858,4.0,温蒂公主的侍卫 (Demo),12676697
1424637570,2.0,Keep Pushin' (Affect! Remix),179279
1341210709,12.0,Lost,12170014
472219602,80.0,Reminding Me,44247
1406475833,5.0,Water Glass,33223366
21803854,11.0,Drops of Jupiter,44343
1397657356,8.0,当年情 (Live),6457
188204,96.0,沉默是金,6457
1822995789,3.0,我总是不懂你的意思,34206675
1450782070,6.0,骑车去芬兰 (Heartbreak Finland),34206675
1818806253,5.0,以前我也喜欢模仿美国人那样把爱挂在嘴上,34206675
1423985782,7.0,银色山坡 (Silver Hillside),34206675
1807796550,4.0,WEWE,12676697
1486060214,14.0,形容 (Live),12676697
64126,60.0,内疚,2116
65923,69.0,人来人往 (Live),2116
1417864612,6.0,我不是完美小孩,12060088
344157,48.0,I Know You Know I Love You,11074
462895657,25.0,Young Dumb &amp; Broke,301757
1491156903,4.0,回家 (feat. 王以太),12039173
1401482684,74.0,我可以,35037364
1426112587,6.0,下雨天,35037364
514765154,20.0,世界上的另一个我,7122
1803374344,4.0,运气来得若有似无,12676697
511920318,11.0,你要不要吃哈密瓜,12676697
1368754722,4.0,夜里无星,12676697
1472090563,4.0,新世界,12676697
1807799504,5.0,在这座城市遗失了你,12676697
1457329446,5.0,粒子们,12798895
1829880207,4.0,朝九晚五,1086078
1428243603,3.0,她和她和她,12798895
1332725422,11.0,理查,29224875
1807796555,4.0,温蒂公主的侍卫,12676697
568050672,12.0,爱了很久的朋友（翻自 Habe田馥甄） ,3535
514053315,292.0,On The Loose,12132300
1396943866,2.0,Alexandria,33407878
27160216,141.0,Both Of Us,129271
1423124250,2.0,Our Song,44266
1297498908,13.0,Walk Thru Fire,747030
29418365,2.0,Villa,905145
1372711528,12.0,In Disguise,12278097
1308782023,7.0,Promise,13011210
1365843324,3.0,Forever,12474140
33004351,83.0,Universal Fanfare,512813
1454838033,11.0,Love Somebody,1057226
1491113728,3.0,Paradise,136629
1482048249,2.0,Hallucinogenics (feat. Lana Del Rey),12191157
1403208940,7.0,UpFall,12192311
1826987224,2.0,Intentions,35531
1830039991,6.0,Anyone,35531
1830038976,7.0,Hold On,35531
1814784389,4.0,亲密爱人,14884056
1825144699,3.0,滨海路的夜晚没有形状,12216053
64561,149.0,单车(Live),2116
1383233361,6.0,但我爱你,13155879
1483522399,4.0,完美夏天,13155879
1409341023,5.0,带我去找夜生活 (健康版),12676697
1368754689,4.0,跳海,12676697
563563366,5.0,爱在夏天,12676697
1807796549,5.0,丑人多作怪,12676697
1807799505,5.0,唯一,12676697
1317457805,6.0,披星戴月的想你,12676697
386828,15.0,不万能的喜剧,13223
1448631530,4.0,Paradise... How Far?,12029112
1399454038,13.0,八块钱买绿豆冰（Summer)(Demo),12037064
509098202,16.0,Pure Imagination,14711017
1811408619,8.0,关机又关机,12490553
1401863689,9.0,约会在星期天晚上,12027173
479223413,34.0,I Like Me Better,1057226
1428270358,24.0,今夜无法入眠,33373308
1440222808,17.0,当夜空落去，城市继续前行,33373308
1823305772,9.0,Promise,12200029
1807799506,5.0,与海无关,12676697
1373002687,8.0,Twilight Rush（暮色狂奔）,31661567
563685535,7.0,Hell No,44345
28465195,11.0,Wake Me Up (Glee Cast Version),93226
511921698,11.0,마지막처럼 (Live),12068017
511920716,18.0,불장난 (Live),12068017
1806035163,11.0,How You Like That (OLLIE Mashup Edit),12284603
1397226690,4.0,Kill This Love -JP Ver.-,12068017
1325898351,9.0,PLAYING WITH FIRE,12068017
351175,118.0,忠孝东路走九遍,11363
1809312737,5.0,So Hard,35506271
186089,60.0,你比从前快乐,5360
1407741544,4.0,干啦干啦,11109
1440566141,6.0,you broke me first,30784458
1387549446,8.0,hope is a dangerous thing for a woman like me to have - but I have it,66212
1387548489,12.0,California,66212
548774795,8.0,that was then,12023212
18536219,15.0,No-No Song,42024
1336856498,52.0,我想part2,865007
503213922,16.0,Main Girl,12073881
1293953338,8.0,History,15022053
1334659053,6.0,半途,7214
1334659052,5.0,我要给世界最悠长的湿吻,7214
1415505739,10.0,Tattoos Together,1057226
1444101384,5.0,一直都在,12333145
1314931825,22.0,凛冬将至(Winter Is Coming),12349362
1396141677,4.0,阿司匹林,12236125
546279760,28.0,目不转睛,12236125
554191989,6.0,练习,3691
19207074,48.0,SpongeBob SquarePants Theme Song,100538
25648017,120.0,I Knew You Were Trouble.,44266
1457707546,2.0,Love Story,44266
1485311653,6.0,Yellow,89365
1456416706,3.0,Legends Are Made,13057598
153784,13.0,一生中最爱,5205
29723022,8.0,暗里着迷 (Live),3691
29723024,7.0,笨小孩 (Live),3691
29723041,8.0,17岁 (Live),3691
316509,31.0,飞女正传,10204
29593497,29.0,少女的祈祷,10204
144515,77.0,我是一只鱼,4895
351271,103.0,那就这样吧,11363
1340520634,14.0,Picture to Burn,44266
501133798,27.0,Jocelyn Flores,12107961
3553895,15.0,Hey Moon!,78051
1382722864,3.0,Days Of Dust,78051
3553892,12.0,Whiskey Sour,78051
1382720613,3.0,Gun Control,78051
477839666,4.0,Mountain Time,78051
1382722866,3.0,A Slice Of Lemon,78051
477839670,4.0,Lovers Are Losers,78051
477839664,4.0,1995,78051
26612933,30.0,Plastic Panorama,725356
150561,22.0,蝴蝶,5196
20707408,48.0,Beautiful World,45839
1302132211,36.0,Can’t Help Falling in Love,63706
1411812186,7.0,Christmas Eve（圣诞快乐?）,12037064
28077398,137.0,Groove Is in the Heart,53486
27588693,30.0,Hey Beautiful,102634
27588711,31.0,Bang Bang Bangity Bang,30046793
28407119,6.0,Let Your Heart Hold Fast,33809
3880720,26.0,Highway to Hell,85502
523041065,15.0,I Can't Help,12928025
404184492,2.0,I'll Be Waiting...,147116
1384482575,5.0,Past Lives,1193232
1365861625,3.0,cant take my eyes off you,32214436
1300423391,6.0,woman on the hills,28389583
1357425794,15.0,Wrong,31508096
1325896191,8.0,Album Soon,13011210
27417072,6.0,One More Mountain To Climb,69438
1492886323,4.0,嘻哈帝国 (Empire),12002201
1498066118,3.0,young boss 2.0,31668975
19047042,13.0,Somewhere Only We Know,95278
1808077867,4.0,MY HERO,12788674
63968,32.0,算你狠,2112
4878122,1073.0,乱世巨星,2112
94639,88.0,相依为命,2112
1483240166,6.0,香港1998,35506271
573908063,4.0,No Ordinary Love (Radio Edit),104700
1455155624,4.0,CAIN ENZO-R*ckstar 8D（7unknown remix）,34375133
29418400,24.0,Break the Cycle,1011027
468738013,49.0,Sugar for the Pill,100003
27969978,34.0,Gravity,93778
16783822,15.0,The Story,48515
27804826,3.0,I'll Stand By You (Glee Cast Version),93226
457761714,9.0,Bulletproof,12279066
477839665,7.0,H.O.P.E.,78051
1496602290,4.0,是但求其爱,2116
1406498247,3.0,东莞 (Dong Guan),32726836
1492074263,4.0,I'm 卖保险,27868624
1441816042,5.0,我总是不懂你的意思 (Drunk Talk),34206675
1806127860,5.0,Afterglow,33184
25657309,5.0,With You,181007
1298432428,175.0,YOSEMITE,737012
486999662,31.0,永远都会在,12111
1405259103,3.0,Last Christmas,44266
535793574,8.0,重庆魂 (Live),1211046
386844,28.0,杀死那个石家庄人,13223
1803546869,11.0,willow,44266
1803546393,9.0,champagne problems,44266
1803546394,9.0,gold rush,44266
1803546395,9.0,‘tis the damn season,44266
1803546870,9.0,tolerate it,44266
1803546871,9.0,"no body, no crime (feat. Haim)",44266
1803546872,9.0,happiness,44266
1803546873,9.0,dorothea,44266
1803546396,9.0,coney island (feat. The National),44266
1803546874,9.0,ivy,44266
1803546397,9.0,cowboy like me,44266
1803546875,9.0,long story short,44266
1803546398,9.0,marjorie,44266
1803546399,9.0,closure,44266
1803546400,9.0,evermore (feat. Bon Iver),44266
1415829224,3.0,零几年听的情歌,12258420
1496585121,3.0,I Think I Love You,44328
1487438736,2.0,Hear My Voice,12154172
483717360,15.0,round and round(原版音乐),12237465
451981632,9.0,두번째 첫사랑,12263216
509531459,248.0,Chaperone,94043
18602293,17.0,Angel,35330
1316375729,9.0,In The End (Mellen Gi Remix),30107604
1388674995,8.0,无人的海边,13155879
1426022013,6.0,黑马王子,1132392
1462875618,3.0,不怪她,12200029
68350,11.0,梦中人,9621
1406753113,11.0,我想了太多关于你的形容（adj.）,12037064
1413368107,3.0,傍晚去太子湾吗,1194019
1464928350,8.0,红色的河 (旅行团 &amp; 吴青峰),12111
36199725,29.0,逝去的歌,12111
425295473,32.0,菩萨保佑,1204010
5265565,668.0,谁愿放手,2849
27867448,7.0,尼古丁 (Live),2116
1361002221,12.0,金足印象,31917276
1377785184,10.0,斗地主,12788674
1481100312,1.0,沉都 (Live),12024274
41651207,16.0,夢裡面,1204010
1417704283,3.0,环游世界,1204010
41651206,22.0,GOING GO,1204010
41651196,15.0,青春叛逆手冊,1204010
41651193,19.0,市中心,1204010
542691145,9.0,想把你留在这里,1204010
467164485,19.0,Apocalypse,12023319
31260610,12.0,时光列车,784257
27961752,137.0,I Will Survive - Single Version,57967
27904053,669.0,梦醒的夏天,10750
5242816,670.0,快乐出发,8327
1309731170,17.0,最最,12156157
340383,239.0,最天使,10750
1368756097,5.0,红,12676697
1487528112,3.0,经济舱 (Live),12024274
1329475622,39.0,Life's a movie,12788674
1488563891,4.0,致明日的舞,2116
349892,334.0,失恋阵线联盟,11265
31066027,17.0,Laughs And Jokes And Drinks And Smokes,38862
469249441,9.0,Hey Jude,1146045
1359508230,3.0,honeysea,29403986
1355292211,3.0,Ghost face,865007
340394,225.0,狮子座,10750
1460966070,4.0,Love In My Pocket,12024301
1475637391,5.0,Moonlight,33762221
1357355966,2.0,Drift Away,45575
1432287747,8.0,the other girl (with Halsey),976243
28587844,19.0,道山靓仔,938017
28587843,21.0,十年水流东，十年水流西,938017
28587850,20.0,问题出现我再告诉大家,938017
277302,45.0,爱,8926
1378191815,4.0,xoxosos,12544511
565841054,6.0,Say My Name,473353
571339219,12.0,Midsummer Madness,15022053
451169473,40.0,骗自己PT.2,12258420
1477439102,7.0,Let's Love,31211
20954632,17.0,I'm Your Man,38114
1474105467,12.0,THE PLAN,737012
1473031478,5.0,The Plan (From the Motion Picture &quot;TENET&quot;),737012
1472862669,6.0,沧海一声笑,1211046
445154882,14.0,三千里,11257
28830157,18.0,莫名我就喜欢你,11257
1318571230,14.0,很高兴认识你,11257
1448027500,3.0,别留 (Live),1211046
424995410,31.0,Homage,11992195
30212890,109.0,Worth It,794152
1439803847,7.0,So Long,30692240
1434259450,7.0,私奔到月球（翻自 五月天） ,34276660
464192608,11.0,How come u leave me like this,12083546
438462712,35.0,Burgundy Red,11074
1359815264,31.0,有暖气 (You Nuan Chi),1184074
532940220,9.0,foryou,12468266
1390621518,11.0,Graveyard,964321
27506983,45.0,One Day,804398
1415701571,9.0,Ring,140196
31246559,74.0,高山低谷 (Studio Version),10571
534542490,8.0,奴隶,784257
1466215060,10.0,LA Who Am I To Love You,66212
1472921626,10.0,刻在我心底的名字,3690
1387581250,16.0,MOM,1155027
1347050737,2.0,NO WHY,13145283
3880681,24.0,Shoot to Thrill,85502
1349253403,13.0,Rule The World,46481
553813030,14.0,Dawn of us,1083118
501467216,38.0,Papillon,1083118
1431866827,5.0,100 Ways,1083118
521416228,16.0,OKAY,1083118
1355149437,20.0,all the good girls go to hell,11972054
1365840851,13.0,Doin' Time,66212
536622918,11.0,暴风雨,12002201
574935156,8.0,Kream,60906
538610028,22.0,Angel Disco Love,11074
1413789205,3.0,Come Over,29151316
4172925,11.0,The Way You Look Tonight,96266
26315095,6.0,Song For Zula,41174
553773495,14.0,骗自己remix（cover AY楊佬叁，Noor99）,12499658
1358168845,3.0,High Hopes,31798212
1320185112,6.0,Why Haven't I Met You?,1063091
551340498,11.0,Car Park,12132176
509531185,10.0,Why Baby Why,12675032
19943227,10.0,Sky and Sea,94460
1446765765,3.0,End this (L.O.V.E.),1085045
1365268528,6.0,Shotgun,1049685
413812448,192.0,大鱼,1030001
375328,131.0,小情歌,12707
29775428,32.0,Wet Dreamz,36910
410802176,10.0,Call It What It Is,35370
406793764,18.0,It's Your Move,35370
410801187,10.0,The Rock Who Found a Rollin' Stone,35370
1331819951,81.0,像鱼,14312549
1374446646,11.0,I Love You 3000,32624368
1341923387,14.0,Day Dreaming,647673
18611599,26.0,Lucky,35332
530986903,6.0,lucky one,13080348
515535238,7.0,Feel It Again (Acoustic),449395
433223079,22.0,Million Reasons,64147
1467957152,5.0,Ice Cube,12276375
474099732,18.0,空城计,1211046
1467073899,12.0,my future,11972054
1424460203,8.0,After Hours,185858
157288,45.0,挪威的森林,222871
1303027439,6.0,In the eyes,29148309
34179944,385.0,闹啥子嘛闹,6472
1382596189,12.0,嚣张,32220939
1465111714,5.0,the 1,44266
1465114457,5.0,the last great american dynasty,44266
1465114465,6.0,exile,44266
1465114469,5.0,my tears ricochet,44266
1465111904,5.0,mirrorball,44266
1465114488,6.0,seven,44266
1465111917,5.0,august,44266
1465114509,5.0,this is me trying,44266
1465114515,5.0,illicit affairs,44266
1465114561,6.0,invisible string,44266
1465111966,5.0,mad woman,44266
1465114564,5.0,epiphany,44266
1465111971,5.0,betty,44266
1465111983,5.0,peace,44266
1465111994,6.0,hoax,44266
1465114419,6.0,cardigan,44266
189164,18.0,爱要怎么说出口,6463
65919,70.0,K歌之王 (Live),2116
65536,74.0,爱情转移,2116
1355292203,4.0,上学威龙,865007
308780,26.0,猪之歌,9959
473817665,27.0,机器铃 砍菜刀,1047317
1297742772,7.0,远走高飞,166014
357284,13.0,我的果汁分你一半,11761
1462659723,4.0,Shall We Talk (Tre Lune MMXIX),2116
474739467,18.0,心安理得,12390184
1404884182,3.0,爱你不是两三天,12084229
1310836361,5.0,Norwegian Wood,142386
1378192821,5.0,summer,12544511
19465999,10.0,Big Jet Plane,85532
411907887,9.0,Obsessed,865061
255950,326.0,问,8336
1315440900,224.0,Black Eyes,14802030
1315441726,222.0,Too Far Gone,14802030
1315441714,218.0,Maybe It's Time,14802030
1315440909,225.0,Music To My Eyes,64147
1315441717,227.0,Diggin' My Grave,64147
1315440912,227.0,I Don't Know What Love Is,64147
1315440906,218.0,Alibi,14802030
1315441721,227.0,Look What I Found,64147
1315440916,227.0,Before I Cry,64147
1315441724,225.0,Is That Alright?,64147
3950286,6.0,Soul Boy,88151
22846518,45.0,총 맞은 것처럼,125216
27969667,471.0,말이야,761018
33894275,16.0,I Will Show You,125175
5335998,7.0,사랑했나봐,125003
1459232593,4.0,But U,12276375
26075355,70.0,至少还有你 (00 Live)(live版),6457
1697156,14.0,I'll Be There,38853
21177533,23.0,The Way You Make Me Feel,38853
21177541,18.0,Smooth Criminal,38853
1698421,50.0,They Don't Care About Us,38853
1458156468,6.0,Girlfriend,90331
1457248123,4.0,R&amp;B All Night (Masiwei Remix),1132392
25787232,43.0,Come Back... Be Here,44266
1434062381,1.0,达拉崩吧 (Live),1030001
1325896318,5.0,信仰,784257
1454449981,3.0,再也不喝酒了,1038099
24343092,148.0,What's Up?,46398
1387519268,10.0,I Don't Miss You at All,12676847
411921855,28.0,CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's &quot;TROLLS&quot;),35331
29365648,11.0,Class Historian,1015040
1313363105,13.0,Fifth Avenue,105493
33211435,11.0,Reign,71099
1307473639,9.0,Car Park,12132176
